Name,P,q,M1,M2,R1,R2,L1,L2,T1,T2,E_Type
PV Cyg,1.314855,0.38,2,0.78,2.1,1.3,16.98,2.691534804,17000,6350,EC
XZ Sct,1.99721,0.38,2,0.78,2.1,1.3,16.98,2.691534804,17000,6350,EC
XZ Sct,1.99721,0.36,2.15,0.77,2.15,1.3,23.99,2.691534804,17000,6350,EC
V980 Sgr,2.49753,0.36,2.15,0.77,2.15,1.3,23.99,2.691534804,17000,6350,EC
V980 Sgr,2.49753,0.36,2.25,0.8,2.3,1.4,30.9,2.691534804,17000,6350,EC
FK Lup,3.351765,0.36,2.25,0.8,2.3,1.4,30.9,2.691534804,17000,6350,EC
LS Ser,0.9803404,0.35,2.4,0.84,2.4,1.4,38.02,2.691534804,17000,6350,EC
FK Lup,3.351765,0.35,2.4,0.84,2.4,1.4,38.02,2.691534804,17000,6350,EC
V1120 Sgr,1.987048,0.2,1.75,0.35,1.84,0.84,10,3.630780548,6280,6550,EC
FL Sge,2.0929,0.2,1.75,0.35,1.84,0.84,10,3.630780548,6280,6550,EC
CC Her,1.7340058,0.4,2.15,0.86,2.25,1.45,23.99,3.630780548,6280,6550,EC
V1120 Sgr,1.987048,0.4,2.15,0.86,2.25,1.45,23.99,3.630780548,6280,6550,EC
CC Her,1.7340058,0.35,2.4,0.85,2.3,1.35,38.02,3.630780548,6280,6550,EC
FP Mon,2.0985,0.35,2.4,0.85,2.3,1.35,38.02,3.630780548,6280,6550,EC
FP Mon,2.0985,0.37,2.4,0.89,2.4,1.45,38.02,3.630780548,6280,6550,EC
BT Eri,2.112269,0.37,2.4,0.89,2.4,1.45,38.02,3.630780548,6280,6550,EC
BT Eri,2.112269,0.4,1.65,0.66,1.68,1.05,9.12,4.168693835,6280,6670,EC
AX CMa,2.622513,0.4,1.65,0.66,1.68,1.05,9.12,4.168693835,6280,6670,EC
AX CMa,2.622513,0.7,1.65,1.15,2.25,1.9,9.12,4.168693835,6280,6670,EC
V343 Lac,6.471914,0.7,1.65,1.15,2.25,1.9,9.12,4.168693835,6280,6670,EC
TY Nor,3.5204,0.19,1.75,0.33,1.85,0.83,10,4.168693835,6280,6670,EC
V343 Lac,6.471914,0.19,1.75,0.33,1.85,0.83,10,4.168693835,6280,6670,EC
TY Nor,3.5204,0.17,1.8,0.31,2.1,0.88,11.22,4.168693835,6280,6670,EC
V810 Cyg,3.736128,0.17,1.8,0.31,2.1,0.88,11.22,4.168693835,6280,6670,EC
V810 Cyg,3.736128,0.43,2.15,0.92,2.2,1.45,23.99,4.168693835,6280,6670,EC
HY Aql,8.36087,0.43,2.15,0.92,2.2,1.45,23.99,4.168693835,6280,6670,EC
FK Aql,2.650876,0.4,2.4,0.95,2.4,1.55,38.02,4.168693835,6280,6670,EC
HY Aql,8.36087,0.4,2.4,0.95,2.4,1.55,38.02,4.168693835,6280,6670,EC
FK Aql,2.650876,0.41,2.8,1.15,2.9,1.9,72,4.168693835,6280,6670,EC
BV Vel,4.2308,0.41,2.8,1.15,2.9,1.9,72,4.168693835,6280,6670,EC
BV Vel,4.2308,0.16,1.9,0.3,2.05,0.85,12.3,5.12861384,6180,6820,EC
OX Lac,5.5337615,0.16,1.9,0.3,2.05,0.85,12.3,5.12861384,6180,6820,EC
AM Tau,2.043926,0.42,2.15,0.9,2.15,1.4,23.99,5.12861384,6180,6820,EC
OX Lac,5.5337615,0.42,2.15,0.9,2.15,1.4,23.99,5.12861384,6180,6820,EC
AM Tau,2.043926,0.44,2.15,0.95,2.15,1.45,23.99,5.12861384,6180,6820,EC
V1578 Oph,2.15285,0.44,2.15,0.95,2.15,1.45,23.99,5.12861384,6180,6820,EC
V1578 Oph,2.15285,0.71,2.4,1.7,3.45,2.9,38.02,5.12861384,6180,6820,EC
bet Per,2.8673043,0.71,2.4,1.7,3.45,2.9,38.02,5.12861384,6180,6820,EC
bet Per,2.8673043,0.96,1.75,1.7,2.8,2.7,10,6.165950019,6350,7020,EC
V995 Cyg,3.556275,0.96,1.75,1.7,2.8,2.7,10,6.165950019,6350,7020,EC
V995 Cyg,3.556275,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
DM Car,5.3163,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
DM Car,5.3163,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
BU Sge,5.5008,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
BU Sge,5.5008,0.46,2.4,1.1,2.4,1.65,38.02,6.165950019,6350,7020,EC
BO And,5.79733,0.46,2.4,1.1,2.4,1.65,38.02,6.165950019,6350,7020,EC
BO And,5.79733,0.45,2.05,0.92,1.9,1.3,16.98,7.244359601,5930,7220,EC
MS Cen,8.7258,0.45,2.05,0.92,1.9,1.3,16.98,7.244359601,5930,7220,EC
V415 Sgr,6.50692,0.6,2.05,1.25,2.25,1.75,16.98,7.244359601,5930,7220,EC
MS Cen,8.7258,0.6,2.05,1.25,2.25,1.75,16.98,7.244359601,5930,7220,EC
V1136 Sgr,1.470568,0.12,2.15,0.26,2.55,0.91,23.99,7.244359601,5930,7220,EC
V415 Sgr,6.50692,0.12,2.15,0.26,2.55,0.91,23.99,7.244359601,5930,7220,EC
IN Gem,1.131194,0.46,2.4,1.1,2.3,1.6,38.02,7.244359601,5930,7220,EC
V1136 Sgr,1.470568,0.46,2.4,1.1,2.3,1.6,38.02,7.244359601,5930,7220,EC
IN Gem,1.131194,0.49,2.4,1.2,2.4,1.65,38.02,7.244359601,5930,7220,EC
MX Cen,1.199676,0.49,2.4,1.2,2.4,1.65,38.02,7.244359601,5930,7220,EC
MX Cen,1.199676,0.5,2.4,1.2,2.4,1.7,38.02,7.244359601,5930,7220,EC
BL Oct,3.903,0.5,2.4,1.2,2.4,1.7,38.02,7.244359601,5930,7220,EC
V335 Lac,1.957055,0.3,2.9,0.84,2.05,1.15,72,7.244359601,5930,7220,EC
BL Oct,3.903,0.3,2.9,0.84,2.05,1.15,72,7.244359601,5930,7220,EC
V451 Per,0.441878,0.4,2.8,1.1,2.65,1.65,72,7.244359601,5930,7220,EC
V335 Lac,1.957055,0.4,2.8,1.1,2.65,1.65,72,7.244359601,5930,7220,EC
V451 Per,0.441878,0.6,2.8,1.7,3.3,2.55,72,7.244359601,5930,7220,EC
V350 CrA,0.4662128,0.6,2.8,1.7,3.3,2.55,72,7.244359601,5930,7220,EC
V350 CrA,0.4662128,0.4,3.25,1.3,2.9,1.85,155,7.244359601,5930,7220,EC
IO Cep,1.2358073,0.4,3.25,1.3,2.9,1.85,155,7.244359601,5930,7220,EC
CG Vir,0.93529,0.74,3.85,2.85,3,2.6,302,63.09573445,10402,10400,EC
IO Cep,1.2358073,0.74,3.85,2.85,3,2.6,302,63.09573445,10402,10400,EC
CX Aqr,0.5559862,0.66,4.3,2.85,3.2,2.65,372,63.09573445,10402,10400,EC
CG Vir,0.93529,0.66,4.3,2.85,3.2,2.65,372,63.09573445,10402,10400,EC
CX Aqr,0.5559862,0.68,4.3,2.9,3.45,2.85,372,63.09573445,10402,10400,EC
KV Aps,0.7384,0.68,4.3,2.9,3.45,2.85,372,63.09573445,10402,10400,EC
KV Aps,0.7384,0.46,4.9,2.3,2.5,1.7,589,63.09573445,10402,10400,EC
BW Pup,0.8630358,0.46,4.9,2.3,2.5,1.7,589,63.09573445,10402,10400,EC
BS Vul,0.47597147,0.8,3.85,3.1,3,2.7,302,72.44359601,10700,10700,EC
BW Pup,0.8630358,0.8,3.85,3.1,3,2.7,302,72.44359601,10700,10700,EC
BS Vul,0.47597147,0.8,3.85,3.1,3.1,2.75,302,72.44359601,10700,10700,EC
V1331 Sgr,0.89127,0.8,3.85,3.1,3.1,2.75,302,72.44359601,10700,10700,EC
V700 Cen,0.7649654,0.68,4.3,2.9,3.2,2.65,372,72.44359601,10700,10700,EC
V1331 Sgr,0.89127,0.68,4.3,2.9,3.2,2.65,372,72.44359601,10700,10700,EC
V700 Cen,0.7649654,0.6,4.95,2.95,3.6,2.8,589,72.44359601,10700,10700,EC
IZ Mon,0.7798089,0.6,4.95,2.95,3.6,2.8,589,72.44359601,10700,10700,EC
V499 Cyg,0.7507753,0.85,3.85,3.25,2.85,2.65,302,154.8816619,12300,12300,EC
IZ Mon,0.7798089,0.85,3.85,3.25,2.85,2.65,302,154.8816619,12300,12300,EC
V499 Cyg,0.7507753,0.88,3.85,3.4,2.9,2.75,302,154.8816619,12300,12300,EC
AD CMa,0.7933136,0.88,3.85,3.4,2.9,2.75,302,154.8816619,12300,12300,EC
V575 Sco,0.628939,0.78,4.3,3.35,3.2,2.85,372,154.8816619,12300,12300,EC
AD CMa,0.7933136,0.78,4.3,3.35,3.2,2.85,372,154.8816619,12300,12300,EC
V575 Sco,0.628939,0.8,4.3,3.45,3.4,3,372,154.8816619,12300,12300,EC
V1005 Sgr,0.826985,0.8,4.3,3.45,3.4,3,372,154.8816619,12300,12300,EC
V1005 Sgr,0.826985,0.54,6.7,3.15,4.3,3.15,977,154.8816619,12300,12300,EC
AF Ara,0.844688,0.54,6.7,3.15,4.3,3.15,977,154.8816619,12300,12300,EC
IX Her,1.896778,0.55,18.8,10.3,7.9,5.85,92762,3147.838932,33300,17900,EC
V572 Oph,2.43056,0.55,18.8,10.3,7.9,5.85,92762,3147.838932,33300,17900,EC
V572 Oph,2.43056,0.98,22,21.6,17.5,17.3,13490,7302,26000,27094,EC
HV Nor,2.282969,0.73,20.5,15,14,12,92762,276000,33300,30200,EC
HV Nor,2.282969,0.73,20.5,15,14,12,92762,276000,33300,30200,EC
AE Cnc,2.238603,0.66,22,14.5,7.2,5.9,170000,52480.74602,35100,31900,EC
AE Cnc,2.238603,0.66,22,14.5,7.2,5.9,170000,52480.74602,35100,31900,EC
BG Peg,1.95272,0.84,27.8,23.5,14.1,13,81283.05162,207000,34300,32400,EC
BG Peg,1.95272,0.84,27.8,23.5,14.1,13,81283.05162,207000,34300,32400,EC
V1365 Cyg,1.72306,0.7,22,15.4,12.1,10.2,92762,66069.3448,35100,33300,EC
V1365 Cyg,1.72306,0.7,22,15.4,12.1,10.2,92762,66069.3448,35100,33300,EC
V528 Oph,2.705555,0.74,27.8,20.6,9.45,8.1,317322,97723.7221,35100,34300,EC
V528 Oph,2.705555,0.74,27.8,20.6,9.45,8.1,317322,97723.7221,35100,34300,EC
HT Nor,5.416,0.35,1.35,0.5,1.5,0.9,5.13,0.590117771,6820,5340,EC
HT Nor,5.416,0.35,1.35,0.5,1.5,0.9,5.13,0.590117771,6820,5340,EC
CR CMa,0.6241424,0.24,2.05,0.49,2.2,1.1,16.98,1.036032032,8600,5560,EC
CR CMa,0.6241424,0.24,2.05,0.49,2.2,1.1,16.98,1.036032032,8600,5560,EC
AG Lac,0.75218,0.21,2.15,0.45,2.3,1.1,23.99,1.036032032,8800,5560,EC
AG Lac,0.75218,0.21,2.15,0.45,2.3,1.1,23.99,1.036032032,8800,5560,EC
V757 Sgr,0.738988,0.2,2.25,0.45,2.5,1.15,30.9,1.132357324,9300,5560,EC
V757 Sgr,0.738988,0.2,2.25,0.45,2.5,1.15,30.9,1.132357324,9300,5560,EC
V843 Sco,0.983629,0.24,2.05,0.49,2,1,16.98,0.88554548,8600,5607,EC
V843 Sco,0.983629,0.24,2.05,0.49,2,1,16.98,0.88554548,8600,5607,EC
CQ Aqr,0.98006,0.32,1.46,0.47,1.87,1.07,7.24,1.060201556,7220,5670,EC
V399 Cen,1.746685,0.32,1.46,0.47,1.87,1.07,7.24,1.060201556,7220,5670,EC
RS Tri,1.9089234,0.34,1.65,0.56,1.9,1.1,9.12,1.21,7590,5780,EC
RS Tri,1.9089234,0.34,1.65,0.56,1.9,1.1,9.12,1.21,7590,5780,EC
AW Vel,1.99246,0.22,2.05,0.45,2.15,1,16.98,1,8600,5780,EC
AW Vel,1.99246,0.22,2.05,0.45,2.15,1,16.98,1,8600,5780,EC
YY Del,0.7930922,0.28,2.4,0.67,2.55,1.35,38.02,1.8225,9700,5780,EC
YY Del,0.7930922,0.28,2.4,0.67,2.55,1.35,38.02,1.8225,9700,5780,EC
V956 Cyg,1.83121217,0.22,1.45,0.32,2.25,1.1,7.24,1.38915283,7220,5983,EC
V956 Cyg,1.83121217,0.22,1.45,0.32,2.25,1.1,7.24,1.38915283,7220,5983,EC
SX Lyn,2.0224715,0.27,1.75,0.47,1.8,0.9,10,0.929928754,7760,5983,EC
SX Lyn,2.0224715,0.27,1.75,0.47,1.8,0.9,10,0.929928754,7760,5983,EC
RY Gru,2.01063,0.23,2.05,0.47,2,0.95,16.98,1.036124322,8600,5983,EC
RY Gru,2.01063,0.23,2.05,0.47,2,0.95,16.98,1.036124322,8600,5983,EC
DK Her,1.942304,0.32,1.9,0.6,2,1.15,12.3,6.25,8100,6000,EC
DK Her,1.942304,0.32,1.9,0.6,2,1.15,12.3,6.25,8100,6000,EC
GG Cas,3.758719,0.33,1.36,0.45,1.57,0.91,5.13,1.659586907,15700,6050,EC
GG Cas,3.758719,0.33,1.36,0.45,1.57,0.91,5.13,1.659586907,15700,6050,EC
BS Sco,7.6223759,0.15,1.4,0.21,1.6,0.64,7.24,1.659586907,15700,6050,EC
BS Sco,7.6223759,0.15,1.4,0.21,1.6,0.64,7.24,1.659586907,15700,6050,EC
SZ Lib,6.65,0.3,1.65,0.5,1.65,0.91,9.12,1.659586907,15700,6050,EC
SZ Lib,6.65,0.3,1.65,0.5,1.65,0.91,9.12,1.659586907,15700,6050,EC
V620 Cen,2.16621,0.36,2.05,0.74,2.1,1.3,16.98,1.9498446,5550,6180,EC
V620 Cen,2.16621,0.36,2.05,0.74,2.1,1.3,16.98,1.9498446,5550,6180,EC
V394 Mon,4.2650821,0.27,1.45,0.4,1.65,0.85,7.24,2.454708916,9700,6280,EC
V394 Mon,4.2650821,0.27,1.45,0.4,1.65,0.85,7.24,2.454708916,9700,6280,EC
V501 Ara,7.97,0.25,1.45,0.36,1.7,0.85,7.24,2.691534804,17000,6350,EC
V501 Ara,7.97,0.25,1.45,0.36,1.7,0.85,7.24,2.691534804,17000,6350,EC
DX Vel,1.117296,0.2,1.75,0.35,1.9,0.85,10,2.691534804,17000,6350,EC
DX Vel,1.117296,0.2,1.75,0.35,1.9,0.85,10,2.691534804,17000,6350,EC
V1417 Cyg,0.7267737,0.2,1.75,0.35,1.9,0.86,10,2.691534804,17000,6350,EC
V1417 Cyg,0.7267737,0.2,1.75,0.35,1.9,0.86,10,2.691534804,17000,6350,EC
EH Cen,1.8185635,0.19,1.42,0.27,2.3,1.03,4.68,3.630780548,6280,6550,EC
EH Cen,1.8185635,0.19,1.42,0.27,2.3,1.03,4.68,3.630780548,6280,6550,EC
LM Cep,3.3128065,0.19,1.75,0.33,1.9,0.84,10,3.630780548,6280,6550,EC
LM Cep,3.3128065,0.19,1.75,0.33,1.9,0.84,10,3.630780548,6280,6550,EC
AO Cnc,1.91322,0.17,1.95,0.33,2.1,0.9,13.49,3.630780548,6280,6550,EC
AO Cnc,1.91322,0.17,1.95,0.33,2.1,0.9,13.49,3.630780548,6280,6550,EC
WY Cet,1.939675,0.14,2,0.29,2.3,0.9,16.98,3.630780548,6280,6550,EC
WY Cet,1.939675,0.14,2,0.29,2.3,0.9,16.98,3.630780548,6280,6550,EC
V724 Sco,2.075177,0.63,1.33,0.84,1.6,1.3,4.68,4.168693835,6280,6670,EC
V724 Sco,2.075177,0.63,1.33,0.84,1.6,1.3,4.68,4.168693835,6280,6670,EC
BX Mus,2.23984,0.24,1.35,0.33,1.7,0.85,5.13,4.168693835,6280,6670,EC
BX Mus,2.23984,0.24,1.35,0.33,1.7,0.85,5.13,4.168693835,6280,6670,EC
V735 Oph,3.2052032,0.18,1.75,0.32,2,0.87,10,4.168693835,6280,6670,EC
V735 Oph,3.2052032,0.18,1.75,0.32,2,0.87,10,4.168693835,6280,6670,EC
GQ Tau,1.5317673,0.16,1.9,0.3,1.9,0.87,12.3,4.168693835,6280,6670,EC
GQ Tau,1.5317673,0.16,1.9,0.3,1.9,0.87,12.3,4.168693835,6280,6670,EC
V974 Sgr,2.113405,0.14,2.05,0.29,2.4,0.92,16.98,4.168693835,6280,6670,EC
V974 Sgr,2.113405,0.14,2.05,0.29,2.4,0.92,16.98,4.168693835,6280,6670,EC
AA Cru,1.89382,0.2,1.45,0.29,1.9,0.86,7.24,5.12861384,6180,6820,EC
AA Cru,1.89382,0.2,1.45,0.29,1.9,0.86,7.24,5.12861384,6180,6820,EC
SX Crt,1.898945,0.16,1.75,0.28,2.2,0.9,8.32,5.12861384,6180,6820,EC
SX Crt,1.898945,0.16,1.75,0.28,2.2,0.9,8.32,5.12861384,6180,6820,EC
V444 Cas,2.224754,0.18,1.75,0.32,1.9,0.8,10,5.12861384,6180,6820,EC
V444 Cas,2.224754,0.18,1.75,0.32,1.9,0.8,10,5.12861384,6180,6820,EC
TY Cap,1.4234498,0.17,1.75,0.3,2,0.85,10,5.12861384,6180,6820,EC
TY Cap,1.4234498,0.17,1.75,0.3,2,0.85,10,5.12861384,6180,6820,EC
CT Her,1.7863748,0.13,1.45,0.19,2,0.75,7.24,6.165950019,6350,7020,EC
CT Her,1.7863748,0.13,1.45,0.19,2,0.75,7.24,6.165950019,6350,7020,EC
V463 Mon,1.1238384,0.66,1.45,0.96,1.75,1.4,7.24,6.165950019,6350,7020,EC
V463 Mon,1.1238384,0.66,1.45,0.96,1.75,1.4,7.24,6.165950019,6350,7020,EC
V338 Cen,1.1127,0.18,1.55,0.28,2,0.86,8.32,6.165950019,6350,7020,EC
V338 Cen,1.1127,0.18,1.55,0.28,2,0.86,8.32,6.165950019,6350,7020,EC
V1599 Oph,1.62909,0.17,1.75,0.3,1.9,0.8,10,6.165950019,6350,7020,EC
V1599 Oph,1.62909,0.17,1.75,0.3,1.9,0.8,10,6.165950019,6350,7020,EC
OY Cas,2.019284,0.17,1.8,0.3,1.9,0.8,11.22,6.165950019,6350,7020,EC
OY Cas,2.019284,0.17,1.8,0.3,1.9,0.8,11.22,6.165950019,6350,7020,EC
Y Gru,1.716897,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
Y Gru,1.716897,0.15,1.9,0.28,2.15,0.85,12.3,6.165950019,6350,7020,EC
V622 Cen,1.741509,0.46,1.88,0.86,1.8,1.25,12.3,6.165950019,6350,7020,EC
V622 Cen,1.741509,0.46,1.88,0.86,1.8,1.25,12.3,6.165950019,6350,7020,EC
TU CrB,1.6136929,0.14,1.95,0.27,2.25,0.88,13.49,6.165950019,6350,7020,EC
TU CrB,1.6136929,0.14,1.95,0.27,2.25,0.88,13.49,6.165950019,6350,7020,EC
MV Cas,1.1122565,0.42,2.25,0.95,2.15,1.4,30.9,6.165950019,6350,7020,EC
MV Cas,1.1122565,0.42,2.25,0.95,2.15,1.4,30.9,6.165950019,6350,7020,EC
V403 Lyr,1.8771881,0.14,1.75,0.25,2.6,1,8.32,7.244359601,5930,7220,EC
V403 Lyr,1.8771881,0.14,1.75,0.25,2.6,1,8.32,7.244359601,5930,7220,EC
V337 Per,1.88608,0.68,1.5,0.4,1.8,1.45,8.32,7.244359601,5930,7220,EC
V337 Per,1.88608,0.68,1.5,0.4,1.8,1.45,8.32,7.244359601,5930,7220,EC
V900 Cyg,1.97348267,0.12,2.15,0.26,2.5,0.9,23.99,7.244359601,5930,7220,EC
V900 Cyg,1.97348267,0.12,2.15,0.26,2.5,0.9,23.99,7.244359601,5930,7220,EC
GT Nor,2.07116,0.48,2.15,1.05,2.05,1.45,23.99,7.244359601,5930,7220,EC
GT Nor,2.07116,0.48,2.15,1.05,2.05,1.45,23.99,7.244359601,5930,7220,EC
HO Nor,2.12317,0.52,2.15,1.12,2.15,1.55,23.99,7.244359601,5930,7220,EC
HO Nor,2.12317,0.52,2.15,1.12,2.15,1.55,23.99,7.244359601,5930,7220,EC
XX Del,2.12363,0.52,2.8,1.45,2.45,1.75,72,7.244359601,5930,7220,EC
XX Del,2.12363,0.52,2.8,1.45,2.45,1.75,72,7.244359601,5930,7220,EC
V928 Cyg,2.5268184,0.95,2.8,2.65,2.4,2.35,72,63.09573445,10402,10400,EC
V928 Cyg,2.5268184,0.95,2.8,2.65,2.4,2.35,72,63.09573445,10402,10400,EC
RX Vel,3.11182966,0.97,2.8,2.7,2.4,2.35,72,63.09573445,10402,10400,EC
RX Vel,3.11182966,0.97,2.8,2.7,2.4,2.35,72,63.09573445,10402,10400,EC
BB Mon,0.7326988,0.92,2.8,2.6,2.2,2.1,72,72.44359601,10700,10700,EC
BB Mon,0.7326988,0.92,2.8,2.6,2.2,2.1,72,72.44359601,10700,10700,EC
V1602 Sgr,1.7233166,0.92,2.8,2.6,2.2,2.1,72,72.44359601,10700,10700,EC
V1602 Sgr,1.7233166,0.92,2.8,2.6,2.2,2.1,72,72.44359601,10700,10700,EC
V643 Her,1.22311,0.98,2.8,2.75,2.36,2.34,72,72.44359601,10700,10700,EC
V643 Her,1.22311,0.98,2.8,2.75,2.36,2.34,72,72.44359601,10700,10700,EC
RU Gru,1.89664,0.96,3.25,3.1,2.6,2.55,155,154.8816619,12300,12300,EC
RU Gru,1.89664,0.96,3.25,3.1,2.6,2.55,155,154.8816619,12300,12300,EC
V745 Cyg,2.283184,0.98,3.25,3.15,2.75,2.7,155,154.8816619,12300,12300,EC
V745 Cyg,2.283184,0.98,3.25,3.15,2.75,2.7,155,154.8816619,12300,12300,EC
FW Aur,2.55997,0.86,3.85,3.3,2.95,2.7,302,154.8816619,12300,12300,EC
FW Aur,2.55997,0.86,3.85,3.3,2.95,2.7,302,154.8816619,12300,12300,EC
CZ CMa,0.69482,0.65,28,18.2,9.1,7.3,317322,66069.3448,35100,33300,EC
CZ CMa,0.69482,0.65,28,18.2,9.1,7.3,317322,66069.3448,35100,33300,EC
FL Lac,1.107329,0.9,27.8,25,10.5,10,317322,123026.8771,37100,36100,EC
FL Lac,1.107329,0.9,27.8,25,10.5,10,317322,123026.8771,37100,36100,EC
V836 Cyg,0.65341,0.91,2.5,2.3,2.3,1.4,38.01893963,0.68,9700,5480,EC
V836 Cyg,0.65341,0.91,2.5,2.3,2.3,1.4,38.01893963,0.68,9700,5480,EC
AZ Vul,1.12263,0.42,2.4,1,2.8,1.9,38.01893963,0.68,9700,5480,EC
AZ Vul,1.12263,0.42,2.4,1,2.8,1.9,38.01893963,0.68,9700,5480,EC
BL And,0.72238,0.38,2.6,1,2.6,1.6,38.01893963,1.66,9700,6050,EC
BL And,0.72238,0.38,2.6,1,2.6,1.6,38.01893963,1.66,9700,6050,EC
AW Cam,0.77135,0.52,2.5,1.3,2.1,1.4,38.01893963,2.69,9700,6350,EC
AW Cam,0.77135,0.52,2.5,1.3,2.1,1.4,38.01893963,2.69,9700,6350,EC
AG Vir,0.64265,0.31,1.6,0.5,1.9,1.1,8.32,4.68,7400,6750,EC
AG Vir,0.64265,0.31,1.6,0.5,1.9,1.1,8.32,4.68,7400,6750,EC
S Ant,0.64834,0.55,0.6,0.3,1.3,1,8.32,6.17,7400,7020,EC
V701 Cen,0.73845,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
V701 Cen,0.73845,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
BH DRA,1.81724,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
BH DRA,1.81724,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
V 805 AQL,2.40823,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
V 805 AQL,2.40823,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
DM Per,2.7277,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
RW Gem,2.8655,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
V624 Her,3.895,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
SZ Cen,4.108,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
DL CYG,4.83039,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
DL CYG,4.83039,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
V364 Lac,7.352,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
HW CMa,21.118,0.52,2.4,1.2,2.2,1.8,38.01893963,10,9700,7760,EC
AU Pup,1.12641,0.43,2.4,1,3.1,2.2,38.01893963,11.22,9700,7910,EC
AU Pup,1.12641,0.43,2.4,1,3.1,2.2,38.01893963,11.22,9700,7910,EC
V1425 Cyg,1.25239,0.39,2.6,1,3.3,2.2,63.09573445,23.98832919,10400,8800,EC
V1425 Cyg,1.25239,0.39,2.6,1,3.3,2.2,63.09573445,23.98832919,10400,8800,EC
GK CEP,0.936157,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
GK CEP,0.936157,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
X Car,1.08263,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
X Car,1.08263,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
Z Vul,2.4549,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
V1647 Sgr,3.283,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
Beta Aur,3.96,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
beta Aur,3.96,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
V596 Pup,4.596,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
Z ORI,5.20325,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
Z ORI,5.20325,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
AR CAS,6.06633,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
AR CAS,6.06633,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
V459 Cas,8.458,1,0.8,0.8,2.8,2.6,38.01893963,30.90295433,26000,9300,EC
AB Cas,1.3669,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
CO LAC,1.5422,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
CO LAC,1.5422,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
PV Cas,1.75,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
MN Cas,1.91693,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
MN Cas,1.91693,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
AA Vel,2.33432,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
AA Vel,2.33432,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
AS CAM,3.43097,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
AS CAM,3.43097,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
RU MON,3.58453,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
RU MON,3.58453,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
V541 Cyg,15.338,0.51,2.4,1.2,3.6,2.7,38.01893963,63.09573445,9700,10400,EC
AW Lac,1.14285,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
AW Lac,1.14285,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
